ge2: .word 16, 16
.byte 255,255,255,255,255,255,255,255,255,255,173,173,91,173,255,255,
255,255,255,255,255,255,255,255,173,91,182,173,173,255,255,255,
255,255,255,255,255,255,255,100,246,255,255,173,100,255,255,255,
255,255,255,255,255,182,83,110,191,255,255,183,100,164,255,255,
255,255,255,255,164,100,173,101,110,109,101,101,91,182,255,255,
255,255,255,173,100,255,255,182,182,182,174,182,173,164,255,255,
255,255,164,19,110,174,182,255,255,255,255,255,183,92,173,255,
255,91,101,182,182,110,110,110,109,109,101,101,101,18,174,255,
173,101,109,91,91,83,10,92,182,174,174,174,173,109,91,255,
84,183,173,9,18,91,82,165,255,255,255,255,255,255,109,91,
102,166,175,19,173,255,255,255,255,255,255,255,255,182,118,19,
255,85,94,101,255,255,255,255,255,255,255,255,255,182,110,19,
182,85,85,174,255,255,182,255,255,255,255,255,182,110,27,174,
255,85,93,93,182,165,156,147,174,191,182,182,110,91,173,255,
93,93,94,20,101,66,156,148,74,101,101,101,92,173,255,255,
93,93,93,92,91,83,74,83,66,82,100,173,255,255,255,255,


