gf4: .word 16, 16
.byte 255,255,255,255,255,255,165,100,173,255,255,255,255,255,255,255,
255,255,255,255,255,255,173,173,91,255,255,255,255,255,255,255,
255,255,255,255,255,255,100,246,173,164,255,255,255,255,255,255,
255,255,255,255,255,91,110,191,255,110,91,255,255,255,255,255,
255,255,255,255,173,92,101,110,110,101,92,173,255,255,255,255,
255,255,255,100,109,255,255,255,255,255,255,174,100,255,255,255,
255,255,165,91,118,182,182,182,183,183,183,183,92,165,255,255,
255,165,101,110,92,92,109,110,110,110,92,92,101,101,165,255,
182,91,18,18,9,91,183,174,174,183,91,9,18,18,91,182,
91,18,92,83,173,174,166,94,94,166,174,173,91,92,18,91,
173,101,183,9,173,167,85,3,3,85,167,173,9,183,100,173,
182,100,110,18,173,167,85,4,4,85,167,173,10,182,100,173,
255,100,101,182,182,94,85,4,4,85,94,255,255,109,92,255,
255,255,83,101,110,93,93,3,3,93,93,110,109,91,255,255,
255,173,83,83,28,20,94,85,85,94,21,28,83,83,173,255,
255,246,156,147,155,174,102,166,166,102,174,147,147,156,246,255,


