..\imagens_para_conversao\Esquerda3: .word 19, 27
.byte 255,255,255,255,255,255,255,255,10,10,10,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,10,255,255,10,255,255,255,255,255,255,255,
255,255,255,255,255,255,255,255,10,10,255,255,10,255,255,255,255,255,255,
255,255,255,255,255,255,255,10,255,255,255,255,10,255,255,255,255,255,255,
255,255,255,255,255,255,10,182,255,255,255,255,182,10,255,255,255,255,255,
255,255,255,255,255,255,10,110,182,255,255,182,110,10,255,255,255,255,255,
255,255,255,255,255,255,10,109,110,182,182,110,109,10,255,255,255,255,255,
255,255,255,255,255,10,10,101,109,110,110,109,101,10,10,255,255,255,255,
255,255,255,255,10,110,255,10,101,110,110,101,10,255,110,10,255,255,255,
255,255,255,255,10,255,255,255,255,255,255,255,255,255,255,10,255,255,255,
255,255,255,10,110,255,255,255,255,255,255,255,255,255,182,109,10,255,255,
255,255,255,10,109,110,255,255,255,255,255,255,255,182,110,109,10,255,255,
255,255,255,10,109,109,110,182,182,182,182,182,182,110,109,101,10,255,255,
255,255,255,10,10,101,109,110,110,110,110,110,110,109,101,10,10,255,255,
255,255,10,110,182,182,101,101,109,110,110,109,101,101,182,182,182,10,255,
18,18,110,182,255,255,182,182,18,18,18,182,182,182,255,255,182,10,255,
18,18,18,255,255,18,18,18,18,18,18,255,255,255,255,255,182,110,10,
10,18,18,255,255,18,18,18,10,10,10,255,255,255,255,255,182,110,10,
255,10,10,255,255,10,10,10,255,255,255,255,255,255,255,255,182,110,10,
255,10,101,110,255,255,255,10,255,255,255,255,255,255,255,255,182,110,10,
255,255,10,110,110,255,255,10,255,255,255,255,255,255,255,182,110,101,10,
255,255,22,22,22,22,182,10,255,255,255,255,255,182,182,110,109,10,255,
255,22,255,255,255,255,22,182,182,66,139,182,182,110,110,109,101,10,255,
255,13,13,13,13,167,13,109,66,174,149,139,66,109,109,101,10,255,255,
255,13,95,95,95,95,13,101,66,156,156,149,76,66,101,10,255,255,255,
255,255,13,13,13,13,101,101,101,66,148,76,76,66,10,255,255,255,255,
255,255,255,255,255,10,10,10,10,10,66,66,66,255,255,255,255,255,255,


