frente_inimigo2: .word 16, 16
.byte 255,255,181,101,173,255,181,173,173,181,255,174,93,173,255,255,
255,100,174,180,254,164,99,172,172,100,99,254,181,174,93,255,
108,174,247,100,107,9,19,19,19,19,9,99,108,182,182,108,
11,183,246,83,10,91,83,93,93,19,91,10,18,246,191,20,
18,111,191,99,163,182,93,175,247,94,173,172,90,191,111,11,
190,100,101,91,179,90,12,167,167,13,17,179,90,101,100,182,
255,107,98,100,102,92,86,95,95,86,92,102,100,98,99,255,
180,90,182,175,175,167,167,174,166,167,167,175,175,182,99,164,
17,109,87,175,94,95,95,95,95,95,95,94,175,159,109,89,
89,116,22,87,23,87,93,93,93,93,87,23,87,22,116,89,
9,115,116,100,100,100,116,123,115,115,100,100,100,116,115,17,
107,26,115,115,116,188,116,116,116,116,188,124,115,115,90,91,
255,90,90,107,107,107,107,107,107,107,107,107,107,98,82,255,
255,172,98,33,98,98,98,98,98,98,98,98,33,98,99,254,
9,108,116,98,25,90,91,90,91,90,90,25,90,115,116,9,
172,90,90,99,173,255,255,255,255,255,255,173,107,82,90,172,


