esquerda_inimigo1: .word 16, 16
.byte 255,255,255,255,247,101,101,173,101,182,255,255,255,255,255,255,
255,255,255,255,101,174,182,246,109,173,173,255,255,255,255,255,
255,255,255,101,182,109,255,255,101,182,101,182,255,255,255,255,
255,255,255,20,255,182,93,165,109,255,102,100,255,255,255,255,
255,255,255,173,110,255,84,10,100,174,93,246,255,255,255,255,
255,255,182,246,92,91,83,18,10,28,102,165,255,255,255,255,
246,82,10,10,10,9,10,19,118,191,127,110,93,255,255,255,
182,19,92,92,20,17,109,119,191,127,127,127,119,93,247,255,
255,167,175,167,111,98,117,127,127,191,127,127,127,110,93,255,
255,165,12,21,37,26,102,103,118,127,191,127,191,127,29,246,
255,166,93,101,94,20,86,85,19,28,110,119,127,127,36,85,
103,183,175,167,175,175,20,19,19,19,19,28,37,37,19,94,
95,175,87,95,87,167,86,19,19,19,19,19,10,9,91,255,
103,22,86,20,86,14,20,19,19,10,19,20,10,82,246,255,
255,247,247,182,91,10,10,10,10,28,29,38,20,255,255,255,
255,255,255,255,255,182,173,173,92,94,101,174,174,255,255,255,


