gc1: .word 16, 16
.byte 255,255,255,255,255,255,100,100,173,255,255,255,255,255,255,255,
255,255,255,255,255,255,92,109,83,255,255,255,255,255,255,255,
255,255,255,255,255,246,92,174,91,173,255,255,255,255,255,255,
255,255,255,255,255,91,182,255,255,182,100,255,255,255,255,255,
255,255,255,255,173,19,183,182,183,183,19,173,255,255,255,255,
255,255,255,173,100,100,101,109,109,101,100,100,173,255,255,255,
255,255,173,92,191,255,182,182,182,182,255,255,92,173,255,255,
255,255,91,92,109,182,191,183,183,191,183,110,100,91,255,255,
255,246,92,100,101,101,101,109,109,101,101,101,101,91,246,255,
246,91,110,255,255,182,182,182,182,182,182,255,255,182,91,246,
182,92,183,255,255,255,255,255,255,255,255,255,255,191,28,182,
182,92,183,255,255,255,255,255,255,255,255,255,255,255,28,182,
255,100,109,183,255,255,255,255,255,255,255,255,255,182,100,255,
246,156,18,110,118,182,182,182,182,183,182,182,110,18,156,246,
74,157,75,19,100,101,101,101,101,101,101,100,19,75,157,74,
246,156,147,156,164,92,91,91,91,91,92,164,156,147,156,246,


